text,label
و يميلو ميطيحوش مساكن,1
هذون الهة ؟! الله يهديك شغل راك اعترفت بيهم ,0
كعبة يا زبي,1
قديمة شويا ههههه أنت أصلا تعلم جيدا أن ربراب أكبر لص على المستوى الإفريقي .... لكنم معشر الزواف لا تريدون أن يتحطم المعبد الزوافي الذي على رأسه تنوفيق و ربراب و تواتي .... لكن هيهات لقد مضى وقت العتاب,1
واش الڨليط ماناش حابسين و الزواف شايطين  وراكم و الزمن طويل يالزيطوطيين,1
Nsit el gaid salah,0
you rou tnayak,1
نتا فروحك كعب ومعريفة ,1
إرتقو يا شكوبي,1
سقسي مك راهي عارفة هي لي رضعتهم,1
الجمل شاف الزعزوع تاع صاحبو مشافش تاعو,0
"اسمحلي بارديتوا 10كغ في التعليقات من التعرق   
#خلي الوضع #ريلاكس",0
انا شريتو فيه صورة رائعة,0
واه نيشان نيشان,0
 hada malah  😡,0
Nik mok,1
كاين دراهم متخافش يسوو قاع ناس,0
الف مبروك ماشاء الله تبارك الله ربي يحفظك 💯,0
نعبد سوة تاع ختك انقش,1
تم استبدال مخ صاحب المنشور بماخرته فلا تلوموه يو حنا سيادكم او حكاية تاع يدو كان اطبل في ترمتك,1
C le moment lwa7ed yebda y3arech,0
حاب نسقسي على ثلاجة بروند,0
Wla dir video tbahdel brohek tayeh fih,0
ان شاء الله شكرا على تشجيعك اخي,0
لو كانت متى يستقيل من يحكمنا ..؟؟؟,0
تقدمت الى براند براقي,0
نت عندك عقدة ملاكابيتال شريكي هدا مكان,1
"يا كلب الكلاب كلكم تظربون على مصالحكم 
فمصالح البلاد و العباد لا تهمكم 
و أنتم تعلمون إن لم ننهض على دولة إسلامية فمصيرنا إلى ما لا يحمد عقباه فخافوا الله في أنفسكم",1
"ربي يرحم معطوب الوناس ومصطفى بن بولعيد رجال صادقو ما عاهدو 
الوطن يحتاج لمثل هؤلاء الرجال",0
تحاي كوندرو الجزائر,0
روح نيك مك يا الجايح,1
toma tehebo le3obodiya w temoto 3abid ,1
صاد ويتش يخي حمار يخي,1
نموس راه يدخل بزاف ,0
Matoub ❤,0
خسارة املي فيها معنديش تلفون رح نهبل ومعنديش باه نشريه,0
روح نيك يماك ياخي قحبة,1
rouh nikomak ya kalb,1
نحبو مولودية و نعبدو ربي يا وليد القحبة يالباسل يالسامط,1
  عقلي داخ الشعب عصابة كبيرة,1
 فريت اومليت بالبيض ههههه,0
@user صباح النور الله يسلمك  مزية سلكنا ههههه,0
المشكل مش ربراب و الزيت المشكل قيمة الدينار تهاوى و ما عدناش انتاج وطني المادة الأولية نستوردوها كلما انخفضت قيمة,0
عائلة بن الشيخ رجال عليك تاريخ حافل ومشرف واصل طيب يا خاين 🙂،على اصحاب الفرشيطة الخونة اعداء الجزائر واللاسلام التوبة سريعا واسقاط رايتهم الفرشيطة الخبيثة سريعا واعلمهم ان مشروعهم الفرشيطي الشيطاني الخبيث لن ينجح😕 ، بكل بساطة الجزائربلد ولاد رجال مؤمنيين ، الزلزلة اي تخبط 🙄، استغفر الله العظيم 😥,1
سولكينغ سمعتو 2 فوا برك ابار سا كلش مريقل,0
انت كنت تمدح في بوتفليقة كل مساء في (قناتك!)بما معناه انتخبوا على بوتفليقة لايوجد رجل مثله في الجزائر .وسقط بوتفليقه وصديقك المقرب جدا منك  وها انت الان تدافع عن ربراب الم تتسأل يوما مثلما يتساءل الشعب عن الثروة التي يمتلكها هذا الرجل ومن  اتى بكل هذا المال الضخم و لم يرث  دينارا واحدا من ابيه لانه كان فقيرا . اذن هذه الاموال كلها ملك الشعب اخذها من البنوك الجزائرية عن طريق صديقه الجنرال توفيق.,1
 هذا واحد منهم وديرو كيراتين قستها فرار 😏,0
الف مبروك ربي يحفظك لشعب الجزاءري الحر,0
Frites omelette bel biid 😂😂😂 bel bid w les frites khirr,0
ايه صح و هو لي راه يضغط على الشرق الاوسط باش يدي دراهمهم و هو لي راه يدعم فالميليشيات الارهابية لي راهم فالعراق و سوريا .. . و هو الي راه يشجع فالتطبيع مع اسرائيل .....,0
لاسف هادي هيا حبو يجوعو الشعب,0
العالم 🌏يعرف حقيقة الجزائر 🇩🇿من اول العصور القديمة ويعرفون من هو الارهابي والسارق والعالم ولامي,0
هذا هو الدجال ضهر في الجزائر,1
القبايل الي مشاو في مسيرة مساندة ربراب لم يستجيبو لدعوة مساندة على حداد و لم يساندو يوما اويحيا أو سيدي سعيد أو بن يونس لأنهم يفرقون بين الرجال و أشباه الرجال,0
ههههه لسوام طاحت بزاف تبا بركاونا,1
ناكل الفرماج و الباقي انحطهم في البراد قالك  لازم انديرو التقشف ههههه,0
نسينا الحليب، قالك تشري الحليب النورمال تدي معاه تاع البڨرة 🐄حاشا البڨرة. 🐄🐄🐄,0
 هذا الامر غير ممكن,0
والله السردين في غرداية اليوم في السوق 60000,0
نعل راسة نتاعك خماج ليوم ربحتي لباك غدوا تربحي ناااار,1
Tfoû,1
انا راني عرفها الماصو بلعاط صفحا بن ورق ولورق نيشان رسلي جام بلي حيحص قلبيها,0
وأنت كلاتك,1
تسمى انتم هاربين وحنايا نيفو مقود ، علاه مجياش نكوونو معاكم لي مام نيفو يا الخرايين 🐸💩,1
فريط اوملات ببيض 😂😂,0
وقيلا على عيد الحب 14 فيفري,0
جيس كوبو الى الامام⁦✌️⁩🎩,0
قصر متجر,0
@user الله يسلمك رؤوف. وقتاش المرواح؟,0
"تحية نضالية   لكل احرار الجزاءير صرحتا ما شاهدناه وما سمعناه عن هذا الطفل البرئ جراء الاعتداء الشنيع الذي تعرض له في محفر الشرطة
شيء مخيف ومرعب.لا يصدقك الانسانية انحرفت
اللهم سترك يارب",0
أمين يارب العالمين,0
انا حرت فيه العبد هاذا ,0
بصح مارديتش على السؤال,0
ملي غلقو الكبريات راكي محرحرة أو ما نهدروش على طرطاق شيكورك,1
قستها بمعنى كلمه ,0
ممكن تبعتلي الثلاجة من 3000 ملين و فوق و تبعتلي الة الغسيل,0
ها يمكنني فتح نقطة بيع بروند في ولاية تندوف,0
نعدين باباك الحلوف علاه قتلته علاه,1
واش الكلب راك مشبعتش الرخس,1
ربي يحفضك ويرحملك امك انشاء الله,1
حقير ...لا يستحق الرد,1
مممممممم نموت على المقارون وسباكيتي,0
و معطوب علاش؟؟؟,0
العصيان مشي الهدرة فالفايسبوك,0
الحراك هو الحل الانجع,0
انا لن اثقى بالكمرة لانهى تكشف وتلتقط الصور تلقائين,0
مبروك لتونس مي راني حاير علاش دزاير ما عيطوش لمحرز خخخخخخ,0
اوو يماك راهي معا الدستور ولا لا,1
ها رب على فريت اوملات بالبيض 🤣🤣,0
ممكن اعرف شكل كل الة غسل,0
لابغيت زعما ✋🏻,0
و دار القدس عاصمة اسرائيل,0
رشيد بو جدرة اليس ملحد كيف تهده كتابه هل يعملون اشهار لهذا كتاب,1
خويا العربي انت مسكين احنا فالصحراء كل هادو مفقودين ولما نقولوا انفصال تقولوا عنا خونة الله ايقسم والديها زنقة زنقة,0
و اغلب ما أكسب منتجات براندت,0
خصت بزيت برك شر لبلية الله يستر,1
جزائري حار .دمو سخون .,0
Keshma darolk mouloudia beyna 🌶,1
تسما نتا ماتآآمنش بربي سبحانو لي راح يرزقك هاشو الولاد.🙃👏,0
وعلا راك تسلك من ضهرك يالشيات,1
كاين رجال وبنات الأصل في المروك بصح أغلبية كلاب ,1
انا كي نشوفك نبغي نسمعك وخلاص روح نيك مك من عندي وخلاص,1
نقش روح تعطي بعيد,1
صحافة العار لي عندنا أبقاو انبحو زي لكلاب وبلماضي راهو ماضي في المسيرة بإذن الله والشعب كامل راه معاه ياتترباو يا يربيكم,1
الم تكن ضد القايد صالح وجماعته ؟ من المفروض هذا يفرحك .....ما غايتك ؟؟,0
Yakhi sfara,1
خليفة تاجر في مدينة تقرت,0
مبروك عليك ونشالله مزيد من النجاح .,0
خنشلة,0
عادي ياك يسلكو ثلثين مليون لشهر هو كونجى,0
وجوه الشر,1
M.C.A 💚❤️لعلام,0
يرحم باباك يا سي صحفي لي ما قراش... شحال من متر مربع كاين في هكتار,1
تعريف لودو 😂 : منقش ذر الكبير فيكم 15 سنة من الاسم تفهم (الحلو) و اللودوكسيين يعني الحلوين 👌 نقوشا ولاد القحب يتكلمو لغة مخنثين و يستعملو كلمات كما اوكي بب و اححححح تع المنقش ، ديوث و زيد جهويين تع سبي .. ذكرت بلي مخنثين ؟,1
